FID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION
HUNDESACKERLOGD.26731442,POINT (16.417169950928656 48.16812531490517),11,Luise-Montag-Park (Hundezone),,618,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731443,POINT (16.373605776959458 48.24367189501618),20,Forsthauspark (Hundezone),,787,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731444,POINT (16.373552751219698 48.24526450524437),20,Forsthauspark (Hundezone),,786,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731445,POINT (16.355969613211233 48.242924918738055),19,Wertheimsteinpark,,837,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731446,POINT (16.36125972031667 48.24330935472811),19,Wertheimsteinpark,,838,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731447,POINT (16.363336898882178 48.249643434500555),19,12. Februar-Platz,,834,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731448,POINT (16.34814333105028 48.24515197983097),19,Saarpark (Hundezone),,835,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731449,POINT (16.34381133435838 48.245396578117905),19,Strauß-Lanner-Park,,836,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731450,POINT (16.268121929868876 48.16081142006556),13,Napoleonwald (Hundezone),,880,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731451,POINT (16.29137132572926 48.138359304764656),23,Möllergasse/Gaulgasse (Hundeauslauf),,879,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731452,POINT (16.265569016180713 48.14356980593997),23,Josef-Schoiswohl-Park,,881,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731453,POINT (16.410182960667864 48.17037337262429),11,Herderpark/Grillgasse,,877,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731454,POINT (16.417505602941706 48.16390538259089),11,Am Kanal/Hasenleitengasse,,878,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731455,POINT (16.30383640509867 48.19528952044506),14,Matzner-Park/ Matznergasse,,876,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731456,POINT (16.301576809420048 48.19480345238487),14,Matzner-Park/ Goldschlagstraße,,875,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731457,POINT (16.308968720985668 48.21300152170909),16,Stillfriedplatz,,779,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731458,POINT (16.309868381762648 48.21286533158133),16,Stillfriedplatz,,778,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731459,POINT (16.411526477704193 48.16888583168796),11,Am Kanal/ Braunhubergassee,,883,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731460,POINT (16.418842951889815 48.166335649399606),11,Zamenhofgasse,,887,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731461,POINT (16.471592684299985 48.15730099612955),11,Murhoferweg,,885,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731462,POINT (16.41018979709618 48.174702110118005),11,Drischützpark,,884,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731463,POINT (16.470327955008646 48.15023055614148),11,Paul-Heyse-Gass/ Umlandsanierung,,886,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731464,POINT (16.418342221138587 48.16738886513817),11,Albin-Hirsch-Platz,,882,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731465,POINT (16.465613735335822 48.1513651302747),11,Csokorpark,,889,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731466,POINT (16.408537918161795 48.17901925741982),11,Am Kanal/Geystraße,,888,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731467,POINT (16.462897330283344 48.15444832051733),11,Park am Leberberg /Svetelskystraße,,890,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731468,POINT (16.4642377732967 48.15548839950646),11,Leberberg 2/Ernst-Heiss-Gasse,,891,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731469,POINT (16.45001416202076 48.156304895148246),11,Zehngrafweg,,893,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731470,POINT (16.434112653489606 48.16770651158831),11,Seeschlachtweg/Kirche,,892,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731471,POINT (16.41777120806764 48.17748363361138),11,Hutterergasse,,769,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729709,POINT (16.513731966953326 48.2017018052332),22,Reinholdgasse,ggü. Löwensteingasse,3118,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729710,POINT (16.543081491518056 48.21108347751922),22,Guntherstraße,31,3081,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729711,POINT (16.42577338221378 48.226244366514074),22,Schüttauplatz,# Schnitterweg,0427,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729712,POINT (16.473288958485654 48.21076621290245),22,Müllnermaisgasse,# Mühlhäufelweg,2607,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729713,POINT (16.441021655064198 48.22300060755391),22,Industriestraße,105,3126,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729714,POINT (16.533221082512778 48.25102719172951),22,Adonisweg,,2943,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729715,POINT (16.485367545883957 48.18118294492338),22,Raffineriestraße,,2896,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729716,POINT (16.436464730990327 48.22254999635413),22,An der unteren Alten Donau,# Große-Bucht-Straße,2437,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729717,POINT (16.526327381611246 48.21105991239692),22,Klara-Blum-Gasse,4,3584,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729718,POINT (16.51801235030713 48.22529752979956),22,Niklas-Eslarn-Straße,# Cankarstraße,2420,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729719,POINT (16.49426823871092 48.17559092838136),22,Finsterbuschstraße,,2909,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729720,POINT (16.419904066733313 48.2262263817171),22,Am Kaisermühlendamm,51,2938,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729721,POINT (16.53542132892691 48.2117327236766),22,Tauschinskystraße,ggü. 26,2337,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729722,POINT (16.501986038292834 48.17079956725186),22,Finsterbuschstraße,,2890,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729723,POINT (16.526216841727 48.214239494470746),22,Eßlinger Hauprstraße,97,1383,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729724,POINT (16.41188791375465 48.250308817355254),21,Fultonstraße,10,,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729726,POINT (16.423886883772624 48.22316909699457),22,Am Kaisermühlendamm,ggü. 93,2934,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729727,POINT (16.4646399294439 48.19480726808623),22,Raffineriestraße,"bei Kilometer 1,7",2893,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729728,POINT (16.426272743064768 48.22468779384947),22,Berchtoldgasse,14,0428,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729729,POINT (16.422176554997915 48.236441086964604),22,Kratochwjlestraße,5-7,2612,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729730,POINT (16.534580738104108 48.208154443468146),22,Englisch-Feld-Gasse,ggü. 19,3085,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729731,POINT (16.421224834852485 48.22528079377382),22,Am Kaisermühlendamm,,2936,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729732,POINT (16.4779628754118 48.20993845382801),22,Mühlhäufelweg,# Bieberhaufenweg,2608,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729733,POINT (16.434289431262773 48.215884879347634),22,Am Kaisermühlendamm,,2932,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729734,POINT (16.528384175061525 48.21782619702449),22,Wehrbrückelstraße,37,3090,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729735,POINT (16.399547581155183 48.25395462667309),21,Bodenstedtgasse,# Wedekindgasse,2810,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729736,POINT (16.39929741744556 48.25232743592858),21,Broßmannplatz,# Freytaggasse,2213,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729737,POINT (16.506128715045985 48.16823342420759),22,Finsterbuschstraße,,2906,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729738,POINT (16.444209071571052 48.22410158848369),22,Donaustadtstraße,bei Max Böhm Gasse,3128,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729739,POINT (16.446217203639147 48.23184634553226),22,Viktor-Kaplan-Straße,# Lessiakgasse,1391,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729740,POINT (16.425112120599998 48.234373785149344),22,Eiswerkstraße,18,2935,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729741,POINT (16.536181674318264 48.25859461904447),22,Speierlinggasse,# Telefonweg,1378,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729742,POINT (16.421789424438167 48.23603279801403),22,Kratochwjlestraße,# Ateliergasse,2336,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729743,POINT (16.527874950808457 48.21503341403249),22,Cortigasse,2,3096,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729744,POINT (16.4209142720276 48.2532191034406),21,Donaufelder Straße,# Carminweg,3067,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729745,POINT (16.49522565132884 48.277613467272154),22,Süßenbrunner Platz,20,1363,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729746,POINT (16.452971183563843 48.215187300397986),22,Mühlgrundweg,bei Mühlgrundgasse,3571,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729747,POINT (16.46256035790847 48.217360742720075),22,Wulzendorfstraße,# Glockenblumengasse,2333,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729748,POINT (16.46880655208546 48.19212199035133),22,Raffineriestraße,links neben Safari Louge,2895,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729749,POINT (16.538670953590316 48.21488323247494),22,Gartenheimstraße,84,3086,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729750,POINT (16.466445490211246 48.1934871677617),22,Raffineriestraße,ggü. Biberhaufenweg,2894,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729751,POINT (16.40357857916562 48.26239790041244),21,Lottgasse,# Werndlgasse,3051,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729752,POINT (16.432412336036077 48.236335683273715),22,Florian-Berndl-Gasse,# Argonautenstraße,2438,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729753,POINT (16.43042509910614 48.23806226616534),22,Prixgasse,# Florian-Berndl-Gasse,1394,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729754,POINT (16.455964996722262 48.212769064728086),22,Mühlwasserstraße,ggü. 61,3089,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729755,POINT (16.4566515318501 48.21569978356993),22,Hardeggasse,69-71,0429,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729756,POINT (16.51093160000157 48.215585779306316),22,Rosthorngasse,# Josefina-Hawelka-Weg,2907,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729757,POINT (16.472353211816785 48.21275579758669),22,Fred-Raymond-Gasse,ggü. 26,2620,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729758,POINT (16.499304609257067 48.28527165201318),22,Weingartenhalle,20-24,3100,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729759,POINT (16.418132244865472 48.227335925993174),22,Am Kaisermühlendamm,2,2937,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729760,POINT (16.485398085002036 48.18144238794927),22,Raffineriestraße,,2897,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729761,POINT (16.43865193069622 48.21318147193424),22,An der unteren Alten donau,ggü. 291,2931,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729762,POINT (16.491909909537146 48.17706083434481),22,Raffineriestraße,,2898,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729763,POINT (16.491572344711653 48.278259456544234),22,Spindlerweg,ggü. 5 ,2510,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730664,POINT (16.456762520889697 48.200071002745574),22,Raffineriestraße,ggü. Kierischitzweg,2892,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730678,POINT (16.266920462510956 48.17510559373592),13,Joseph-Lister-Gasse,48,3269,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731472,POINT (16.33838941223223 48.24505946190395),19,Olympiapark (Hundezone),,829,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731473,POINT (16.339397384040375 48.24450215837692),19,Olympiapark (Hundezone),,828,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731474,POINT (16.33665425808609 48.2430198720533),19,Parkanlage In-der-Krim,,827,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731475,POINT (16.32090682657091 48.17128755581615),12,Flohberg (Hundezone),,721,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731476,POINT (16.320213295629692 48.171303720806385),12,Flohberg (Hundezone),,720,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731477,POINT (16.309686201600428 48.148246486524805),23,Michael-Bausback-Park (Hundezone),,754,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731478,POINT (16.30903067878109 48.14802262601837),23,Michael-Bausback-Park (Hundezone),,755,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731479,POINT (16.28252684312554 48.14573789716147),23,Fridtjof-Nansen-Park (Hundezone),,757,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731480,POINT (16.278095919955796 48.139527774348686),23,Theophill-Hansen-Gasse (Hundeauslauf),,758,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731481,POINT (16.268498758056936 48.14985399401787),23,Ölzeltpark (Hundezone),,752,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731482,POINT (16.35308885098512 48.15318897071191),10,Johann-Benda-Park,,904,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731483,POINT (16.354201942492153 48.17481957140325),10,Martin-Luther-King-Park (Hundezone),,905,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731484,POINT (16.35369063865036 48.17503563126191),10,Martin-Luther-King-Park (Hundezone),,912,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731485,POINT (16.384532567187723 48.17609325566022),10,Mundypark,,906,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731486,POINT (16.365418335196054 48.165824202886704),10,Raxpark/ Rudolfshügelgasse,,907,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731487,POINT (16.366329123367457 48.16132582120836),10,Kornauthgasse,,914,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731488,POINT (16.379907386118788 48.178058393651845),10,Sonnwendgasse ggü 40,,913,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731489,POINT (16.385684683891274 48.16607612139057),10,Alfred-Böhm-Park/Absberggasse,,591,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731490,POINT (16.383315983754613 48.168616091295654),10,Alfred-Böhm-Park,,589,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731491,POINT (16.368556888669307 48.1745655720907),10,Laubeplatz (Hundezone),,601,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731492,POINT (16.345796603461075 48.200433778771156),7,Bandgasse 1/ Seidengasse,,800,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731493,POINT (16.354186150851625 48.20386890859576),7,Schrankgasse Hunde WC,,564,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731494,POINT (16.35225413352972 48.19797541861629),6,Esterhazypark (Hundezone),,559,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731495,POINT (16.35429319572741 48.19822008583201),6,Barnabitengasse 4,,537,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731496,POINT (16.35458506344213 48.19465256645366),5,Ernst-Arnold-Park (Hundezone),,530,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731497,POINT (16.36263983149885 48.1847834969384),5,Klieberpark (Hundezone),,525,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731498,POINT (16.342753819352627 48.18831144984422),5,Bruno-Kreisky-Park,,519,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731499,POINT (16.3667923802257 48.18679225283445),4,Alois-Drasche-Park,,553,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731500,POINT (16.37121003960343 48.19110361749247),4,Bertha von Suttner Denkmal,,518,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731501,POINT (16.339120167686648 48.22575852294892),18,Schubertpark (Hundezone),,823,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731502,POINT (16.338799679654002 48.22588579080115),18,Schubertpark (Hundezone),,824,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731503,POINT (16.35054074581552 48.232711530892026),18,Währinger Park (Hundezone),,822,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731504,POINT (16.350367376700945 48.23236225101535),18,Währinger Park (Hundezone),,821,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731505,POINT (16.327659833513028 48.210136031538035),16,Richard-Wagner-Platz,,688,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731506,POINT (16.3320325240351 48.2105095511357),16,Grundsteingasse/ Bertollgasse,,684,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731507,POINT (16.329971227854603 48.21104959621401),16,Abelegasse,,681,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731508,POINT (16.328262188284153 48.21253427433144),16,Neulerchenfelder Straße/ Friedmanngasse,,676,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731509,POINT (16.325697603020885 48.21278897652246),16,Johann-Nepomuk-Berger-Platz,,685,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731510,POINT (16.304577466935754 48.2138457866003),16,Karl-Kantner-Park,,687,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731511,POINT (16.312749252386304 48.21521292442994),16,Mildeplatz,,683,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731512,POINT (16.31287791299373 48.21559671322789),16,Mildeplatz,,682,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731513,POINT (16.31095655335291 48.222786978644294),16,Kongresspark (Hundezone),,678,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731514,POINT (16.307122860327702 48.222021169671144),16,Kongresspark,,680,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731515,POINT (16.30757477522541 48.220956388173995),16,Kongresspark,,679,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731516,POINT (16.337531295494962 48.23407047115205),18,Türkenschanzpark (Hundezone),,717,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
